incident_id,date,time,crime_category,area,district,latitude,longitude,location_type,description
SYN-2024-01101,2024-02-04,07:22:55,Burglary,South Rail Corridor,District 4,37.74746,-122.394062,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-04232,2024-02-04,10:10:42,Burglary,Westside Arts,District 5,37.774703,-122.435596,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-02568,2024-02-04,11:50:13,Assault,Downtown Central,District 1,37.80689,-122.390363,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-03017,2024-02-04,12:53:33,Public Disorder,Waterfront Marina,District 2,37.799989,-122.436383,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-02927,2024-02-04,14:51:31,Vandalism,South Rail Corridor,District 4,37.756272,-122.384809,Park / Public Space,Reported Vandalism at Park / Public Space
SYN-2024-00093,2024-02-04,16:46:08,Assault,Downtown Central,District 1,37.781567,-122.408965,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-00741,2024-02-04,21:44:04,Public Disorder,Waterfront Marina,District 2,37.800861,-122.438156,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-01932,2024-02-05,09:05:06,Vandalism,Downtown Central,District 1,37.777125,-122.416674,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2024-01305,2024-02-05,12:48:36,Robbery,Downtown Central,District 1,37.781363,-122.418168,Parking Facility,Reported Robbery at Parking Facility
SYN-2024-03836,2024-02-05,15:52:42,Motor Vehicle Theft,South Rail Corridor,District 4,37.753867,-122.392761,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-03151,2024-02-05,20:41:57,Assault,Downtown Central,District 1,37.779397,-122.41915,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-01011,2024-02-06,05:26:38,Fraud,Westside Arts,District 5,37.774865,-122.433957,Alleyway,Reported Fraud at Alleyway
SYN-2024-01012,2024-02-06,10:22:27,Motor Vehicle Theft,Mission Commercial,District 3,37.734982,-122.398111,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-02348,2024-02-06,11:40:04,Theft / Larceny,Downtown Central,District 1,37.76651,-122.38851,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2024-00274,2024-02-06,21:47:41,Vandalism,Mission Commercial,District 3,37.756818,-122.41223,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2024-02070,2024-02-07,11:17:58,Assault,Mission Commercial,District 3,37.773474,-122.424797,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-02298,2024-02-07,17:43:35,Burglary,South Rail Corridor,District 4,37.740171,-122.378894,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-02947,2024-02-07,20:48:45,Narcotics,Downtown Central,District 1,37.778629,-122.414244,Residential Apartment,Reported Narcotics at Residential Apartment
SYN-2024-01970,2024-02-07,22:51:32,Robbery,Downtown Central,District 1,37.781932,-122.414048,Transit Station,Reported Robbery at Transit Station
SYN-2024-03449,2024-02-08,03:16:48,Robbery,Downtown Central,District 1,37.777981,-122.412136,Commercial Retail,Reported Robbery at Commercial Retail
SYN-2024-04388,2024-02-08,13:47:54,Theft / Larceny,Downtown Central,District 1,37.777704,-122.41468,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2024-01887,2024-02-08,15:56:11,Burglary,Waterfront Marina,District 2,37.797043,-122.436371,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-02379,2024-02-08,16:38:37,Robbery,Downtown Central,District 1,37.78051,-122.420847,Commercial Retail,Reported Robbery at Commercial Retail
SYN-2024-00792,2024-02-08,18:28:47,Theft / Larceny,Waterfront Marina,District 2,37.802352,-122.442326,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2024-04305,2024-02-08,19:21:09,Assault,Downtown Central,District 1,37.77406,-122.422959,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-02219,2024-02-08,20:21:35,Burglary,Mission Commercial,District 3,37.762868,-122.419073,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-00632,2024-02-08,20:36:32,Burglary,South Rail Corridor,District 4,37.754433,-122.392487,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-03730,2024-02-09,10:22:04,Vandalism,Waterfront Marina,District 2,37.796617,-122.444114,Parking Facility,Reported Vandalism at Parking Facility
SYN-2024-00171,2024-02-09,12:30:33,Assault,Mission Commercial,District 3,37.763182,-122.420464,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-02892,2024-02-09,13:53:42,Vandalism,Downtown Central,District 1,37.780039,-122.41658,Park / Public Space,Reported Vandalism at Park / Public Space
SYN-2024-03408,2024-02-09,19:28:27,Public Disorder,Downtown Central,District 1,37.788654,-122.414513,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-03632,2024-02-10,08:46:45,Robbery,South Rail Corridor,District 4,37.750996,-122.389869,Residential Apartment,Reported Robbery at Residential Apartment
SYN-2024-00371,2024-02-10,09:20:38,Fraud,Downtown Central,District 1,37.774943,-122.418993,Transit Station,Reported Fraud at Transit Station
SYN-2024-01270,2024-02-10,13:24:30,Theft / Larceny,Downtown Central,District 1,37.776381,-122.418546,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2024-02125,2024-02-10,13:52:34,Burglary,Mission Commercial,District 3,37.759713,-122.419773,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-00127,2024-02-10,14:28:33,Motor Vehicle Theft,Mission Commercial,District 3,37.754753,-122.414514,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-04325,2024-02-10,17:25:15,Vandalism,Waterfront Marina,District 2,37.811151,-122.440074,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2024-02953,2024-02-10,18:14:21,Public Disorder,Downtown Central,District 1,37.774574,-122.413772,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-01140,2024-02-10,18:32:40,Burglary,Westside Arts,District 5,37.775236,-122.439735,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-01403,2024-02-10,20:12:50,Public Disorder,Downtown Central,District 1,37.776648,-122.408168,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-02847,2024-02-10,21:09:42,Public Disorder,Waterfront Marina,District 2,37.79179,-122.436701,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-01583,2024-02-11,11:19:15,Burglary,South Rail Corridor,District 4,37.758722,-122.387691,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-01503,2024-02-11,12:35:00,Narcotics,Waterfront Marina,District 2,37.802692,-122.428257,Residential Apartment,Reported Narcotics at Residential Apartment
SYN-2024-00565,2024-02-11,19:40:39,Public Disorder,Mission Commercial,District 3,37.746147,-122.452869,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-04379,2024-02-11,20:21:41,Theft / Larceny,Waterfront Marina,District 2,37.810101,-122.440228,Alleyway,Reported Theft / Larceny at Alleyway
SYN-2024-01391,2024-02-12,00:08:12,Motor Vehicle Theft,Mission Commercial,District 3,37.748906,-122.424067,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-04094,2024-02-12,10:00:28,Vandalism,Downtown Central,District 1,37.745611,-122.446416,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2024-00811,2024-02-12,16:00:24,Narcotics,Westside Arts,District 5,37.771782,-122.434454,Transit Station,Reported Narcotics at Transit Station
SYN-2024-02399,2024-02-12,22:40:12,Public Disorder,Downtown Central,District 1,37.784755,-122.420927,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-03934,2024-02-13,09:23:11,Theft / Larceny,Waterfront Marina,District 2,37.800036,-122.434827,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2024-03133,2024-02-13,09:43:32,Vandalism,Mission Commercial,District 3,37.761972,-122.416698,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2024-01612,2024-02-13,11:38:32,Robbery,Downtown Central,District 1,37.773823,-122.412984,Alleyway,Reported Robbery at Alleyway
SYN-2024-00560,2024-02-13,13:13:51,Fraud,Westside Arts,District 5,37.775149,-122.433616,Parking Facility,Reported Fraud at Parking Facility
SYN-2024-00749,2024-02-13,15:58:00,Assault,Westside Arts,District 5,37.775404,-122.42915,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-03902,2024-02-13,16:25:31,Motor Vehicle Theft,Westside Arts,District 5,37.774535,-122.429159,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-01804,2024-02-13,16:54:19,Theft / Larceny,Mission Commercial,District 3,37.760978,-122.420981,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2024-00449,2024-02-13,18:44:38,Motor Vehicle Theft,Downtown Central,District 1,37.784596,-122.413379,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-04072,2024-02-13,21:04:29,Public Disorder,Westside Arts,District 5,37.765726,-122.409021,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-02765,2024-02-13,22:02:47,Assault,South Rail Corridor,District 4,37.736551,-122.404973,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-00891,2024-02-14,09:33:21,Burglary,Mission Commercial,District 3,37.757846,-122.42417,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-04000,2024-02-14,09:33:27,Robbery,Downtown Central,District 1,37.782113,-122.423438,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2024-02437,2024-02-15,11:35:42,Public Disorder,Downtown Central,District 1,37.777605,-122.413695,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-04364,2024-02-15,14:41:11,Assault,Mission Commercial,District 3,37.756693,-122.421254,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-01243,2024-02-15,21:06:29,Robbery,South Rail Corridor,District 4,37.748325,-122.443461,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2024-01322,2024-02-15,22:56:17,Motor Vehicle Theft,Westside Arts,District 5,37.777835,-122.434562,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-01182,2024-02-16,08:15:11,Motor Vehicle Theft,Mission Commercial,District 3,37.758892,-122.418787,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-03935,2024-02-16,09:53:52,Vandalism,Waterfront Marina,District 2,37.801454,-122.435209,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2024-04205,2024-02-16,11:50:57,Theft / Larceny,Mission Commercial,District 3,37.760214,-122.418207,Alleyway,Reported Theft / Larceny at Alleyway
SYN-2024-00564,2024-02-16,12:07:17,Vandalism,Downtown Central,District 1,37.768859,-122.412886,Park / Public Space,Reported Vandalism at Park / Public Space
SYN-2024-01845,2024-02-16,17:34:13,Theft / Larceny,Waterfront Marina,District 2,37.806946,-122.43984,Alleyway,Reported Theft / Larceny at Alleyway
SYN-2024-03833,2024-02-16,19:25:11,Assault,Waterfront Marina,District 2,37.792496,-122.440686,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-02785,2024-02-16,19:36:26,Assault,Mission Commercial,District 3,37.76165,-122.414955,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-01043,2024-02-16,21:28:58,Public Disorder,Mission Commercial,District 3,37.757994,-122.425188,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-00718,2024-02-16,22:21:27,Theft / Larceny,Downtown Central,District 1,37.790274,-122.409743,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2024-02757,2024-02-17,01:45:33,Robbery,Downtown Central,District 1,37.775238,-122.410542,Alleyway,Reported Robbery at Alleyway
SYN-2024-01499,2024-02-17,07:47:08,Public Disorder,Mission Commercial,District 3,37.760954,-122.419956,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-02932,2024-02-17,14:29:35,Motor Vehicle Theft,South Rail Corridor,District 4,37.746008,-122.387141,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-01324,2024-02-18,06:23:29,Burglary,Waterfront Marina,District 2,37.798156,-122.432971,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-02508,2024-02-18,10:07:56,Vandalism,Mission Commercial,District 3,37.761861,-122.420617,Park / Public Space,Reported Vandalism at Park / Public Space
SYN-2024-02463,2024-02-18,10:52:00,Burglary,Mission Commercial,District 3,37.761734,-122.424921,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-02536,2024-02-18,17:56:47,Assault,Mission Commercial,District 3,37.7583,-122.414922,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-00368,2024-02-18,21:24:26,Vandalism,South Rail Corridor,District 4,37.752621,-122.410355,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2024-03270,2024-02-19,13:34:55,Motor Vehicle Theft,Mission Commercial,District 3,37.764627,-122.41432,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-00519,2024-02-21,03:27:25,Robbery,Downtown Central,District 1,37.775615,-122.40882,Alleyway,Reported Robbery at Alleyway
SYN-2024-02565,2024-02-21,10:47:32,Theft / Larceny,Waterfront Marina,District 2,37.802437,-122.435862,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2024-03693,2024-02-21,12:10:07,Burglary,Westside Arts,District 5,37.777549,-122.432266,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-04032,2024-02-21,17:52:59,Robbery,Mission Commercial,District 3,37.767447,-122.414862,Transit Station,Reported Robbery at Transit Station
SYN-2024-02442,2024-02-21,22:58:00,Burglary,Mission Commercial,District 3,37.760654,-122.419684,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-04310,2024-02-22,01:23:26,Robbery,Mission Commercial,District 3,37.757494,-122.416192,Residential Apartment,Reported Robbery at Residential Apartment
SYN-2024-00685,2024-02-22,07:54:45,Burglary,Mission Commercial,District 3,37.755809,-122.42188,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-01036,2024-02-22,17:33:28,Public Disorder,Downtown Central,District 1,37.779134,-122.41342,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-02834,2024-02-22,18:03:52,Robbery,Downtown Central,District 1,37.745895,-122.430222,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2024-03584,2024-02-22,19:18:51,Burglary,Downtown Central,District 1,37.772524,-122.424742,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-00111,2024-02-22,22:38:19,Assault,Mission Commercial,District 3,37.752294,-122.418134,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-03193,2024-02-22,23:22:06,Vandalism,Mission Commercial,District 3,37.760133,-122.420685,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2024-00721,2024-02-23,19:37:15,Burglary,Mission Commercial,District 3,37.757886,-122.414384,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-04374,2024-02-24,02:40:39,Theft / Larceny,Downtown Central,District 1,37.783568,-122.417691,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2024-01955,2024-02-24,16:17:56,Burglary,Westside Arts,District 5,37.773469,-122.435384,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-01648,2024-02-24,22:27:10,Assault,Waterfront Marina,District 2,37.802365,-122.441812,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-03674,2024-02-25,06:16:03,Burglary,Mission Commercial,District 3,37.762511,-122.422996,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-01581,2024-02-25,09:56:02,Robbery,Downtown Central,District 1,37.772777,-122.417231,Alleyway,Reported Robbery at Alleyway
SYN-2024-00570,2024-02-25,11:27:16,Vandalism,Downtown Central,District 1,37.796638,-122.386011,Alleyway,Reported Vandalism at Alleyway
SYN-2024-00307,2024-02-25,14:18:52,Theft / Larceny,Westside Arts,District 5,37.776372,-122.430053,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2024-03765,2024-02-25,16:29:05,Motor Vehicle Theft,South Rail Corridor,District 4,37.760832,-122.391255,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-01961,2024-02-25,16:33:09,Theft / Larceny,Mission Commercial,District 3,37.764268,-122.421937,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2024-00475,2024-02-25,17:09:55,Public Disorder,Waterfront Marina,District 2,37.805683,-122.433903,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-02798,2024-02-25,17:50:36,Vandalism,South Rail Corridor,District 4,37.749503,-122.404637,Park / Public Space,Reported Vandalism at Park / Public Space
SYN-2024-03456,2024-02-25,18:40:38,Public Disorder,South Rail Corridor,District 4,37.747996,-122.400443,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-02083,2024-02-25,18:50:55,Burglary,Westside Arts,District 5,37.766755,-122.435104,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-03981,2024-02-25,20:30:29,Motor Vehicle Theft,Downtown Central,District 1,37.770618,-122.415985,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-03913,2024-02-25,21:43:36,Theft / Larceny,Downtown Central,District 1,37.776439,-122.423246,Transit Station,Reported Theft / Larceny at Transit Station
